appid,voted_up,votes_up,weighted_vote_score,author_playtime_forever
10195,False,23,0.656228482723236084,0
10195,False,0,0.5,0
10195,True,0,0.476190477609634399,0
10195,True,3,0.416560351848602295,0
24096,True,3,0.565217375755310059,0
24096,False,0,0.5,0
24096,True,0,0.5,0
24096,True,0,0.5,0
24096,True,0,0.5,0
24096,True,0,0.5,0
37290,True,0,0.5,1623
37290,True,1,0.516129076480865479,1109
94000,False,13,0.670858025550842285,43
94000,False,3,0.557437777519226074,76
94000,False,0,0.471014469861984253,70
94000,True,0,0.5,405
94303,True,4,0.573367834091186523,0
94303,True,2,0.543883919715881348,0
94303,True,0,0.5,0
94303,True,1,0.442028999328613281,0
94303,True,0,0.5,0
203777,False,3,0.51948249340057373,0
208365,True,0,0.5,0
208365,False,0,0.5,0
212041,True,0,0.5,0
222180,False,2,0.470229208469390869,470
222180,True,0,0.490430623292922974,4093
222587,True,0,0.5,0
222631,False,0,0.5,0
222631,False,0,0.5,0
222633,False,0,0.5,0
222633,True,1,0.5,0
225430,True,1,0.493589729070663452,0
231465,True,0,0.5,0
237450,False,54,0.604240894317626953,0
237450,False,37,0.554395735263824463,0
237450,False,47,0.599960386753082275,0
237450,False,3,0.467652469873428345,0
237450,False,45,0.566798567771911621,0
237450,False,74,0.652224242687225342,0
237780,True,0,0.5,0
237780,False,5,0.381426572799682617,0
237780,False,0,0.5,0
255160,True,55,0.859142959117889404,0
256030,False,4,0.583333313465118408,251
256030,False,1,0.501221537590026855,518
256030,True,0,0.5,280
257020,False,0,0.418250977993011475,0
258745,True,3,0.553550243377685547,0
259720,False,0,0.5,686
260880,True,0,0.5,0
260880,True,2,0.495072633028030396,0
262610,True,0,0.5,841
264400,True,0,0.5,377
275804,True,1,0.508474588394165039,0
281102,False,3,0.523809552192687988,0
283470,True,0,0.5,126
291480,False,3,0.525009751319885254,130113
291480,False,0,0.5,138
291480,False,0,0.5,76
291900,True,0,0.5,0
291900,True,0,0.5,0
292020,True,0,0.5,0
292020,True,2,0.525416553020477295,0
292090,True,0,0.5,52
292760,False,2,0.52173912525177002,5092
295220,True,30,0.765202462673187256,0
295221,True,0,0.5,0
296150,False,1,0.523809552192687988,6
296150,True,0,0.5,542
297514,True,0,0.5,0
297514,True,1,0.442028999328613281,0
298840,True,20,0.744133710861206055,1889
298840,True,0,0.5,1935
298840,True,0,0.5,109
299190,True,2,0.509803950786590576,0
299190,True,2,0.516129076480865479,0
299190,True,3,0.565217375755310059,0
316961,True,2,0.540229856967926025,0
316961,False,2,0.5271453857421875,0
316961,False,1,0.463703572750091553,0
316961,False,1,0.523809552192687988,0
316961,False,1,0.503676474094390869,0
318870,True,3,0.558139562606811523,0
318870,True,0,0.5,0
318870,True,0,0.281888097524642944,0
323270,False,12,0.607024788856506348,266
323270,False,0,0.5,193
323270,True,1,0.523809552192687988,138
324400,False,0,0.5,102
338420,True,9,0.630872488021850586,63125
338550,True,0,0.5,21
338550,True,0,0.5,9
338550,False,1,0.299663305282592773,84
341160,False,5,0.385067224502563477,237
341160,False,0,0.5,311
348681,True,0,0.5,0
351050,True,0,0.5,1347
352280,True,2,0.535499036312103271,10
357250,False,3,0.556313991546630859,0
357490,True,0,0.5,464
363270,False,13,0.672090888023376465,188
363270,False,8,0.300864517688751221,263
365850,True,0,0.5,771
365850,True,0,0.5,42
365850,True,0,0.5,97
368190,True,8,0.640930116176605225,0
368190,True,0,0.5,0
368190,True,0,0.5,0
368190,True,0,0.5,0
370401,True,0,0.5,0
372720,True,1,0.523809552192687988,35
376130,False,0,0.5,78
376130,True,1,0.357940107583999634,199
376946,True,1,0.503901898860931396,0
376946,True,0,0.5,0
376946,True,0,0.476190477609634399,0
376946,True,1,0.5,0
376946,False,0,0.5,0
376946,False,2,0.529411792755126953,0
376946,False,0,0.5,0
382170,True,13,0.620310366153717041,0
384171,True,0,0.5,0
385960,False,0,0.5,327
385960,False,0,0.5,347
385960,True,0,0.46875,62688
389810,False,0,0.5,147
389830,True,0,0.5,0
393021,True,1,0.471116095781326294,0
393530,True,0,0.5,6941
394400,False,9,0.644475817680358887,0
394400,True,0,0.5,0
402950,False,11,0.666016817092895508,0
408240,False,1,0.52173912525177002,7
408240,False,0,0.5,95
414671,True,0,0.5,0
416750,True,3,0.575586080551147461,0
423440,False,0,0.5,541
423750,True,0,0.5,104
423750,True,0,0.5,23
425960,False,0,0.5,0
427830,True,3,0.547325074672698975,324
430061,True,2,0.545454561710357666,0
431621,True,0,0.5,0
431621,True,2,0.547738730907440186,0
433480,True,4,0.577276229858398438,448
433750,True,13,0.655792176723480225,417
433750,True,0,0.5,36
433750,False,0,0.5,27
436180,False,1,0.523809552192687988,17290
437231,False,1,0.523809552192687988,0
437231,True,1,0.523809552192687988,0
437231,False,4,0.5266304612159729,0
437231,True,1,0.52173912525177002,0
437231,False,1,0.477515876293182373,0
437231,False,0,0.297619044780731201,0
440130,True,0,0.5,0
441950,True,0,0.456026047468185425,0
444520,True,0,0.5,1052
457890,True,0,0.5,2900
457890,True,0,0.5,1337
457890,True,2,0.545454561710357666,331
457890,False,0,0.476190477609634399,208
457890,True,0,0.5,235
457980,False,13,0.678809583187103271,712
457980,False,3,0.548061370849609375,42
457980,False,0,0.5,13
458170,True,0,0.5,123
458170,False,2,0.455362319946289062,7
458170,False,1,0.47826087474822998,27
458170,True,5,0.382227808237075806,257
459750,True,10,0.631652534008026123,0
459750,False,1,0.405616551637649536,0
462260,True,1,0.508771896362304688,0
462260,True,3,0.488711804151535034,0
462260,True,0,0.472972989082336426,0
465760,True,1,0.537869036197662354,217
465760,False,1,0.523809552192687988,491
465760,False,1,0.523809552192687988,97
465760,False,0,0.5,72
465760,True,0,0.5,310
465760,False,0,0.5,62
465760,True,0,0.5,277
465760,True,0,0.5,502
465760,True,0,0.5,142
465760,False,0,0.5,231
465760,True,0,0.5,397
465760,True,0,0.5,344
465760,False,2,0.498702555894851685,104
465760,True,1,0.490813672542572021,756
465760,True,1,0.523809552192687988,264
465760,True,0,0.5,166
465760,True,0,0.5,315
465760,False,0,0.5,268
465760,True,0,0.5,173
467910,True,0,0.5,875
469050,True,0,0.5,0
469050,True,0,0.5,0
471160,False,2,0.536679506301879883,89
471160,False,1,0.523809552192687988,12
477120,True,6,0.593732476234436035,270
485640,True,0,0.5,141
485640,True,2,0.523809552192687988,13916
485640,True,0,0.5,219
485970,False,0,0.5,20
485970,True,0,0.5,1061
488040,False,14,0.633557498455047607,23
488040,False,9,0.614572346210479736,56
488040,False,8,0.623728811740875244,259
488040,False,6,0.603555977344512939,44
488040,True,2,0.539078176021575928,1092
488040,True,0,0.5,48221
488040,True,0,0.5,210
488040,True,0,0.5,1594
488040,False,22,0.707387745380401611,6
488040,False,0,0.5,14
488040,False,0,0.5,113
488040,False,0,0.5,697
488040,True,0,0.5,107
488040,False,3,0.503311276435852051,366
488300,True,0,0.5,1901
488300,True,0,0.5,106
488300,True,0,0.5,4173
491660,False,0,0.5,13
498320,True,0,0.5,211
500248,False,1,0.523809552192687988,0
500248,True,0,0.5,0
502320,False,10,0.52423560619354248,315
502320,True,0,0.5,321
502320,True,1,0.517241418361663818,209524
502320,True,0,0.5,199
502320,False,0,0.5,328
502320,True,0,0.5,1129
502320,True,0,0.5,2275
502320,True,0,0.5,208
502320,True,0,0.5,709
502320,False,0,0.5,1977
502320,True,2,0.53947371244430542,234
502320,True,0,0.5,10012
502320,True,0,0.5,7272
502320,True,0,0.5,374
502320,True,0,0.5,18226
502320,True,0,0.5,25854
502320,False,0,0.465587049722671509,252
502320,True,0,0.5,581
502430,True,1,0.523809552192687988,1281
506700,True,0,0.425248712301254272,118
509630,True,0,0.5,0
509637,True,3,0.5,0
510710,False,2,0.517296552658081055,169
514670,True,0,0.5,1287
514670,True,1,0.5,630
514670,True,0,0.5,227
515000,True,1,0.523809552192687988,432
515000,False,1,0.5,49
517130,True,4,0.584312379360198975,1386
517130,True,2,0.543726265430450439,1055
517130,True,5,0.58346480131149292,1625
517130,False,0,0.5,300
517130,False,0,0.5,29
517130,True,0,0.5,1540
517130,True,1,0.523809552192687988,537
530540,False,0,0.5,151
530540,True,0,0.5,94
530540,False,1,0.521531105041503906,215
530540,True,3,0.541666686534881592,242
530540,True,0,0.5,279
530540,True,0,0.467836260795593262,123
530540,False,0,0.5,194
530540,True,6,0.50560760498046875,225
530540,True,0,0.5,51
530711,True,23,0.733053803443908691,0
530711,True,12,0.664547860622406006,0
530711,True,16,0.663053929805755615,0
530711,True,19,0.626814842224121094,0
530711,True,11,0.604788005352020264,0
530711,True,7,0.59834367036819458,0
530711,True,11,0.597362935543060303,0
530711,True,10,0.643892645835876465,0
530711,True,20,0.637240886688232422,0
530711,True,9,0.583300769329071045,0
530711,True,5,0.582881927490234375,0
530711,True,57,0.781546175479888916,0
530711,True,20,0.680221617221832275,0
530711,False,8,0.571064591407775879,0
530711,True,10,0.619565188884735107,0
530711,False,7,0.565970480442047119,0
531110,True,0,0.465380251407623291,1017
533090,True,0,0.5,556
534640,False,8,0.646880745887756348,0
534720,True,0,0.5,10
534720,True,0,0.481927722692489624,8
534720,True,0,0.476190477609634399,9
545270,False,4,0.554398119449615479,479
545620,False,1,0.523809552192687988,287
545880,True,4,0.518423318862915039,3668
545880,False,5,0.489876389503479004,84
545880,True,5,0.518423318862915039,449
545880,True,3,0.494604319334030151,901
545880,True,3,0.5,84
545880,True,2,0.431455403566360474,1153
545880,True,3,0.494604319334030151,52
546312,True,0,0.5,0
547050,False,12,0.586075663566589355,170
547050,True,0,0.5,209
547050,False,5,0.541546881198883057,165
547050,True,0,0.5,1364
547050,True,0,0.466200441122055054,768
550370,True,7,0.612881898880004883,113
550370,True,3,0.513993144035339355,332
550370,False,0,0.5,6211
550370,True,0,0.5,15
550370,True,0,0.5,253
550370,False,0,0.5,15
550370,True,0,0.5,69
550370,True,0,0.5,197
550370,True,1,0.5,246
550370,True,2,0.5,224
550370,True,2,0.5,85
550370,False,13,0.642820537090301514,213
550370,False,5,0.60000002384185791,380
550370,True,0,0.5,276
550370,True,2,0.487648069858551025,299
550370,False,0,0.5,225
550370,True,0,0.5,605
550370,False,0,0.5,208
550370,True,1,0.525316417217254639,330
550370,True,1,0.5,128
550370,True,0,0.476190477609634399,199
550370,True,2,0.485242277383804321,203
550370,True,0,0.5,212
550370,True,1,0.523809552192687988,225
550370,True,1,0.5,332
550370,True,0,0.5,237
550370,True,0,0.5,333
550370,False,0,0.5,367
550370,True,3,0.519999980926513672,336
550370,True,0,0.463549941778182983,241
554340,True,0,0.5,0
571100,False,12,0.636197805404663086,35
571100,False,7,0.602753221988677979,116
571100,False,6,0.558895528316497803,26
571100,False,4,0.542360663414001465,9
571100,False,8,0.586470127105712891,15
571100,False,4,0.581749081611633301,14
571100,True,1,0.523809552192687988,23
571100,False,4,0.569536387920379639,23
571100,False,3,0.556313991546630859,56
571100,False,0,0.5,118
571100,False,3,0.49978947639465332,31
571100,True,0,0.5,252
571100,False,4,0.53801804780960083,198
571100,True,0,0.5,380
571100,True,1,0.472940206527709961,11
571100,False,4,0.574944078922271729,23
571100,True,0,0.5,29
571100,True,45,0.786836981773376465,1550
575420,True,1,0.523809552192687988,12
575420,True,0,0.5,28
580080,False,0,0.5,0
580080,True,0,0.5,0
580930,False,0,0.454545468091964722,74
584600,True,4,0.573643386363983154,108
584600,False,2,0.479705274105072021,9
584600,True,0,0.5,15
591986,True,1,0.52173912525177002,0
591986,False,0,0.5,0
595650,True,5,0.572261810302734375,209
595650,True,3,0.559370517730712891,157
601200,True,1,0.47625964879989624,137
602540,False,0,0.5,51
604300,True,0,0.5,19
604300,False,0,0.5,19
604300,False,0,0.5,6
605310,True,1,0.523809552192687988,120
605310,True,1,0.523809552192687988,306
605310,True,0,0.482625484466552734,142
605321,True,1,0.517045438289642334,0
622010,True,0,0.486526936292648315,597
622010,True,0,0.5,371
622010,True,2,0.544953107833862305,484
622010,False,4,0.486273676156997681,1140
622010,False,0,0.5,676
625730,False,0,0.469798654317855835,66
631500,True,0,0.5,0
638810,True,3,0.555417060852050781,0
649460,True,0,0.5,59
649460,True,0,0.5,41
654770,True,1,0.523809552192687988,31
654770,True,0,0.5,98
654770,True,1,0.5,148
658291,False,3,0.345816165208816528,0
658291,True,0,0.5,0
659930,True,2,0.521565794944763184,0
661240,True,1,0.517241418361663818,70
664450,True,0,0.5,48
664450,True,0,0.5,17
664450,True,0,0.5,24
664450,True,0,0.465686261653900146,43
664450,True,0,0.5,21
664450,True,0,0.5,24
664450,True,0,0.5,129
664450,True,0,0.5,32
664450,True,0,0.5,28
664450,False,1,0.5,16
664450,True,0,0.5,17
672490,True,0,0.476190477609634399,46
672490,True,0,0.5,5
675340,True,0,0.5,0
675780,True,0,0.5,0
677060,True,0,0.5,399
677060,False,0,0.5,950
677220,True,0,0.5,6008
677590,True,2,0.550932765007019043,257
679300,True,0,0.5,2545
680990,True,0,0.5,680
683970,False,3,0.556158304214477539,395
683970,True,0,0.5,6
686520,True,2,0.527607381343841553,866
686520,True,0,0.5,591
687390,True,4,0.552658975124359131,20
687650,True,0,0.47826087474822998,45
687650,False,0,0.5,40
690570,True,0,0.5,77
693950,True,1,0.523809552192687988,92
693950,True,1,0.512820541858673096,80
697630,True,1,0.523809552192687988,246
697630,True,0,0.5,182
697630,True,0,0.5,2132
698500,False,1,0.497787624597549438,12
698500,True,0,0.5,8
701610,False,3,0.548069417476654053,8
701610,False,0,0.459905654191970825,34
701610,False,0,0.5,26
702080,False,0,0.5,3849
702080,False,1,0.516574561595916748,41
702900,True,0,0.5,264
704610,True,0,0.5,0
707610,True,0,0.5,49
717760,True,0,0.5,27
725960,True,0,0.5,52
725960,False,0,0.5,438
725960,True,0,0.5,2935
739240,True,1,0.520795702934265137,300
739260,True,1,0.5,75
739260,True,1,0.5,10
743030,False,0,0.5,58
745180,True,0,0.5,22
746470,True,0,0.5,7840
747990,True,1,0.5,40
748150,True,0,0.5,5673
748720,True,0,0.5,55
750780,True,18,0.639483392238616943,716
750870,False,2,0.530201315879821777,23
751200,True,0,0.5,276
751200,True,0,0.5,93
751200,True,0,0.5,243
751200,True,0,0.5,5
752800,False,0,0.5,92
752800,True,3,0.545454561710357666,1294
752800,True,0,0.5,641
753400,True,42,0.756643235683441162,285
753400,True,14,0.668759584426879883,47
753400,True,34,0.707321286201477051,166
753400,True,0,0.5,109
753400,True,1,0.368421077728271484,36
757430,True,0,0.455626696348190308,377
759160,False,0,0.5,113
759160,False,4,0.537275075912475586,183
759160,True,5,0.536258280277252197,1083
762178,True,0,0.5,0
779620,False,2,0.481941938400268555,67
780390,True,0,0.5,13801
780390,False,0,0.476190477609634399,630
780390,True,1,0.5,4821
780390,True,0,0.5,1562
780580,True,11,0.637706279754638672,1258
785030,False,0,0.5,14
785030,False,50,0.848877966403961182,773
785100,True,2,0.546827793121337891,583
785100,True,0,0.5,566
787710,True,1,0.523809552192687988,665
787710,True,0,0.5,2488
787710,True,0,0.5,1162
787710,True,0,0.5,204
787710,True,2,0.520901858806610107,46
787710,True,0,0.5,346
787710,True,0,0.5,1159
790020,True,2,0.545454561710357666,208
790020,True,0,0.5,16
791960,True,0,0.5,9
796520,False,1,0.52173912525177002,65
799790,True,5,0.565556466579437256,0
799790,False,0,0.5,0
799790,True,3,0.5473824143409729,0
799790,True,0,0.476190477609634399,0
799790,True,0,0.5,0
799790,False,2,0.459250003099441528,0
802180,True,1,0.40963318943977356,9
805790,True,2,0.534421026706695557,61
808880,True,0,0.5,113
808880,True,0,0.5,17
808880,False,4,0.549545466899871826,6
808880,False,2,0.537572264671325684,10
808880,True,1,0.523809552192687988,20
808880,True,0,0.5,329
808880,True,0,0.5,32
808880,False,0,0.455759137868881226,6
808880,True,0,0.5,60
816150,True,0,0.5,100
816150,True,11,0.607943058013916016,842
816990,True,2,0.540069699287414551,203
816990,True,1,0.519999980926513672,270
816990,False,0,0.5,30
816990,True,1,0.519999980926513672,1417
818860,False,2,0.550172984600067139,333
818860,False,1,0.523809552192687988,218
818860,True,1,0.5,222
820230,True,0,0.5,0
820230,True,2,0.547325074672698975,0
820230,True,0,0.5,0
820230,True,1,0.519999980926513672,0
824440,True,2,0.550224900245666504,795
831670,False,1,0.518518567085266113,8
837090,False,36,0.764994442462921143,826
837090,True,9,0.639191925525665283,1063
837090,False,6,0.593358755111694336,17
837090,False,6,0.622867345809936523,253
837090,True,4,0.541938662528991699,732
837090,True,3,0.550172984600067139,668
837090,True,0,0.5,757
837090,True,0,0.5,988
837090,False,1,0.438711345195770264,362
837090,True,1,0.454545468091964722,496
838330,True,0,0.492610841989517212,2352
839740,False,31,0.776078283786773682,129
839740,True,170,0.919371426105499268,161
839740,True,26,0.758156180381774902,173
839740,False,19,0.704675674438476562,169
839740,False,4,0.581749022006988525,27
839740,True,1,0.523809552192687988,323
839740,False,1,0.508474588394165039,23
839740,False,3,0.554263591766357422,245
839740,False,0,0.5,3961
839740,False,0,0.5,219
839740,False,0,0.5,265
839740,True,0,0.5,758
839740,True,0,0.5,115
839740,True,8,0.526237070560455322,274
839740,False,5,0.526009619235992432,99
839740,False,1,0.523809552192687988,303
839740,True,8,0.623061299324035645,193
839740,False,5,0.551777422428131104,187
839740,False,0,0.5,74
839740,True,0,0.5,153
839740,True,0,0.5,216
839740,False,0,0.5,188
839740,True,0,0.5,20
839740,True,0,0.5,70
839740,True,0,0.5,1348
839740,True,0,0.5,255
839740,True,0,0.5,24
839740,True,0,0.5,352
839740,True,0,0.5,2261
839740,True,2,0.538461565971374512,60
839740,True,1,0.52173912525177002,130
839740,True,3,0.563492059707641602,10977
839740,True,0,0.5,47
839740,False,0,0.5,136
839740,False,0,0.5,264
839740,True,0,0.5,9
839740,True,0,0.5,153
839740,True,0,0.5,702
839740,True,2,0.469696968793869019,183
839740,False,2,0.545454561710357666,9
839740,True,0,0.5,58
839740,True,0,0.5,350
839740,True,0,0.5,9
839740,True,0,0.5,58
839740,True,0,0.5,896
839740,True,0,0.5,222
839740,True,0,0.5,301
839740,True,3,0.535368502140045166,431
839740,False,1,0.523809552192687988,244
839740,True,1,0.523809552192687988,1401
839740,True,0,0.5,427
839740,True,0,0.5,128
839740,False,116,0.782107889652252197,165
839740,True,1,0.519999980926513672,136
839740,True,0,0.5,350
839740,False,4,0.498795688152313232,910
839740,True,0,0.5,99
844210,True,43,0.795923948287963867,541
844210,True,1,0.511627912521362305,330
844210,True,1,0.523809552192687988,27
844210,False,0,0.5,11
844210,True,1,0.523809552192687988,180
844210,False,0,0.5,44
844210,True,3,0.523316919803619385,416
844210,True,4,0.541280567646026611,219
844210,False,0,0.5,73
845200,False,4,0.5625,11
845200,False,2,0.523809552192687988,10
845200,True,0,0.417495012283325195,15
846310,False,0,0.5,0
854670,True,0,0.5,526
858250,False,0,0.5,50
858250,False,0,0.5,12
860820,True,4,0.505836367607116699,159
860820,True,5,0.382757574319839478,202
860820,True,0,0.411065667867660522,233
860820,False,0,0.5,162
860820,False,4,0.456886261701583862,195
860960,False,23,0.68460845947265625,15
860960,True,3,0.460572242736816406,13
861300,True,0,0.5,0
861300,True,0,0.5,0
861881,True,0,0.5,0
