appid,voted_up,votes_up,weighted_vote_score,author_playtime_forever
10195,False,11,0.600050628185272217,0
10195,False,17,0.631620883941650391,0
10195,True,0,0.5,0
10195,True,1,0.476190477609634399,0
10195,False,7,0.485621780157089233,0
10195,False,3,0.445086687803268433,0
10195,False,7,0.49128800630569458,0
10195,False,1,0.430855304002761841,0
10195,True,4,0.548255562782287598,0
10195,True,45,0.730602085590362549,0
10195,True,2,0.512230634689331055,0
10195,True,2,0.509090900421142578,0
10195,True,1,0.476190507411956787,0
10195,True,1,0.439999997615814209,0
10195,True,2,0.528598368167877197,0
24096,True,7,0.623803019523620605,0
24096,True,11,0.656897366046905518,0
34500,True,8,0.627841413021087646,1215
34500,True,0,0.448581904172897339,3463
34500,True,15,0.657801508903503418,459
34500,False,2,0.182634741067886353,973
57696,True,9,0.667248547077178955,0
57696,True,6,0.52431023120880127,0
57696,False,6,0.478787213563919067,0
57696,True,7,0.507941842079162598,0
57696,True,0,0.47486037015914917,0
57696,True,1,0.446483105421066284,0
57696,True,1,0.256211936473846436,0
90503,True,1,0.502487540245056152,0
94000,False,25,0.710041224956512451,62
94000,False,0,0.5,21
94000,False,0,0.5,30
94000,False,0,0.5,19
94000,False,0,0.5,80
94000,True,0,0.5,20
94303,True,3,0.574820578098297119,0
94303,True,0,0.5,0
94303,True,0,0.5,0
94303,True,1,0.523809552192687988,0
109600,True,4,0.552391946315765381,8018
203777,True,8,0.416462332010269165,0
203777,False,0,0.429221808910369873,0
207210,True,371,0.797561287879943848,245
207210,True,37,0.780286490917205811,625
207210,True,9,0.632176339626312256,61
207210,True,23,0.674127817153930664,1057
207210,False,14,0.619667649269104004,15
207210,True,6,0.611244022846221924,2050
207210,True,10,0.636200368404388428,307
207210,False,12,0.625,189
207210,True,9,0.5655708909034729,1077
207210,False,8,0.563715696334838867,498
207210,True,3,0.560439586639404297,629
207210,True,6,0.560374140739440918,96
207210,True,8,0.658573448657989502,77
207210,True,5,0.552631556987762451,2267
207210,True,6,0.547615587711334229,1147
207210,True,5,0.547586619853973389,603
208365,False,3,0.447098255157470703,0
208365,True,1,0.505681812763214111,0
212041,True,0,0.5,0
212041,True,5,0.525497615337371826,0
212041,True,1,0.502487540245056152,0
212041,True,1,0.523809552192687988,0
213930,False,3,0.529606759548187256,0
213930,True,0,0.5,0
216390,True,278,0.948504090309143066,16171
216390,True,10,0.637642502784729004,444
216390,True,5,0.598620235919952393,3439
216390,False,4,0.554640710353851318,1125
216390,True,2,0.543859660625457764,280
216390,False,4,0.542529523372650146,4160
216390,False,4,0.532931089401245117,613
216390,False,3,0.511092841625213623,1251
216390,False,7,0.5081634521484375,373
216390,False,0,0.5,2093
216390,False,4,0.464081823825836182,2408
216411,True,2,0.54356849193572998,0
216411,True,0,0.463917523622512817,0
216411,False,2,0.34086725115776062,0
216411,True,2,0.468520790338516235,0
216411,True,0,0.472972989082336426,0
220050,False,20,0.74113386869430542,342
220050,False,3,0.54740607738494873,20
220050,False,3,0.525950908660888672,17
220050,False,11,0.56330949068069458,1069
222180,False,15,0.68276667594909668,96
222587,True,9,0.551515638828277588,0
222587,False,4,0.523826837539672852,0
222587,True,1,0.5,0
222587,True,0,0.483870983123779297,0
222587,True,3,0.527559041976928711,0
222633,True,1,0.46170341968536377,0
225430,True,3,0.5272674560546875,0
226991,True,0,0.5,0
226991,True,0,0.5,0
226991,True,0,0.5,0
226991,True,0,0.5,0
226997,True,1,0.536423861980438232,0
226997,True,0,0.5,0
230884,False,2,0.52173912525177002,0
231465,True,4,0.581749081611633301,0
234530,False,87,0.857753098011016846,78892
234530,False,25,0.675114274024963379,851
234530,True,14,0.652364611625671387,16970
234530,False,19,0.699974894523620605,426
234530,False,10,0.646138191223144531,176
234530,False,20,0.654565036296844482,1243
234530,True,22,0.649379611015319824,16868
234530,False,17,0.647739946842193604,83
234530,True,11,0.570500791072845459,1955
234530,True,53,0.665626823902130127,12034
234530,False,2,0.545954883098602295,197
234530,True,4,0.542359054088592529,57851
234530,False,15,0.538332343101501465,2181
234530,False,8,0.538040280342102051,46
234530,False,4,0.536163806915283203,6730
237450,False,198,0.816856622695922852,0
237450,False,43,0.666677713394165039,0
237450,False,44,0.6519278883934021,0
237450,False,30,0.628164589405059814,0
237450,False,31,0.663385987281799316,0
237450,False,33,0.58671039342880249,0
237450,True,7,0.44167482852935791,0
237450,False,32,0.583141148090362549,0
243300,False,0,0.5,53
249121,True,1,0.523809552192687988,0
249121,True,0,0.5,0
249121,False,1,0.482963234186172485,0
256030,False,20,0.711469471454620361,1452
256030,False,12,0.600303947925567627,713
256030,True,15,0.690314352512359619,945
256030,True,7,0.613700687885284424,1118
256030,False,4,0.586288392543792725,68
256030,True,10,0.584122240543365479,1479
256030,True,13,0.563776969909667969,1263
256030,True,4,0.543143391609191895,1028
256030,True,2,0.537105083465576172,1051
256030,True,4,0.534205734729766846,1503
256030,False,11,0.566898226737976074,280
256030,True,2,0.550072550773620605,2190
256030,False,14,0.50001978874206543,212
259720,False,16,0.645178377628326416,586
259720,True,1,0.503246784210205078,619
262610,False,7,0.595983803272247314,14
262610,False,4,0.573169171810150146,60
262610,False,1,0.5,6027
262610,True,0,0.5,1691
