appid,voted_up,votes_up,weighted_vote_score,author_playtime_forever
3220,False,14,0.603657126426696777,565
3220,False,0,0.5,282
10195,True,104,0.737625718116760254,0
10195,True,24,0.675287425518035889,0
10195,True,26,0.635151565074920654,0
10195,True,13,0.592894673347473145,0
10195,True,7,0.517154395580291748,0
10195,True,7,0.267979532480239868,0
10195,True,0,0.5,0
10195,True,2,0.545454561710357666,0
10195,False,1,0.250713080167770386,0
10195,True,6,0.536216080188751221,0
10195,True,2,0.506745517253875732,0
34500,True,1,0.47413790225982666,76
34500,True,0,0.5,2918
34500,True,0,0.5,15346
34500,True,0,0.5,2204
34500,True,1,0.5,4176
48900,True,2,0.531672954559326172,263
48900,True,2,0.523645520210266113,37
48900,True,3,0.518045246601104736,1307
48900,True,0,0.5,110
48900,True,0,0.5,44
48900,True,0,0.5,34
48900,True,1,0.523809552192687988,230
48900,True,1,0.519720494747161865,275
48900,True,0,0.495903283357620239,434
48900,True,1,0.533290207386016846,540
48900,True,0,0.476190477609634399,288
91607,True,0,0.414920389652252197,0
