appid,voted_up,votes_up,weighted_vote_score,author_playtime_forever
10195,True,6,0.587680220603942871,0
10195,False,10,0.613248705863952637,0
10195,False,1,0.456431567668914795,0
10195,True,1,0.5,0
24096,True,3,0.544546723365783691,0
24096,False,0,0.5,0
48900,False,1,0.423593252897262573,19
48900,True,0,0.470235645771026611,444
57696,True,0,0.5,0
94000,True,4,0.523615181446075439,66
94000,False,0,0.5,47
94303,True,0,0.5,0
94303,True,0,0.5,0
217941,True,7,0.621000826358795166,14
222180,True,5,0.580667614936828613,7682
222180,True,1,0.523809552192687988,3269
222180,False,0,0.5,6
222180,False,0,0.291713416576385498,262
222587,True,17,0.661924958229064941,0
222587,True,0,0.5,0
222633,True,8,0.636974215507507324,0
222633,False,9,0.637304186820983887,0
222633,True,2,0.547325074672698975,0
237450,False,74,0.771982312202453613,0
237450,False,47,0.647237420082092285,0
237450,False,54,0.672759890556335449,0
237450,False,26,0.55287402868270874,0
237450,False,54,0.701383471488952637,0
237450,False,46,0.571025669574737549,0
237450,False,49,0.663369297981262207,0
237450,False,30,0.590597391128540039,0
237450,False,52,0.63580697774887085,0
237450,False,41,0.621204614639282227,0
237450,False,35,0.615333139896392822,0
255160,True,18,0.716637670993804932,0
256030,False,6,0.603775918483734131,775
256030,True,6,0.594123542308807373,1047
256030,False,20,0.630712151527404785,129
256030,False,4,0.569741189479827881,1261
256030,False,1,0.513552069664001465,955
256030,False,4,0.563480615615844727,1329
258813,True,2,0.444125503301620483,0
262610,False,0,0.5,56
264400,True,0,0.5,419
267786,True,0,0.364620059728622437,0
275134,True,17,0.661743760108947754,0
275804,True,1,0.508474588394165039,0
277765,True,12,0.613924086093902588,0
283470,False,1,0.5,208
283470,False,0,0.5,23
283470,False,0,0.5,200
284430,True,0,0.5,0
286634,True,6,0.525155961513519287,0
288710,True,0,0.47826087474822998,672
290490,False,13,0.62683945894241333,11
291900,False,50,0.492368340492248535,0
291900,True,2,0.352678596973419189,0
291900,True,7,0.596837997436523438,0
291900,True,13,0.530030310153961182,0
292020,False,3,0.489539742469787598,0
292020,True,0,0.5,0
292020,True,0,0.5,0
292760,False,7,0.597189903259277344,200
293940,False,2,0.445635557174682617,10
293940,True,0,0.5,11
295221,False,0,0.47413790225982666,0
295221,True,1,0.477936238050460815,0
296150,False,2,0.539451360702514648,175
296150,False,3,0.511063098907470703,8
296150,False,0,0.5,941
297514,False,2,0.52173912525177002,0
298840,True,0,0.5,966
304480,False,4,0.554412782192230225,0
304480,True,0,0.5,0
305570,True,0,0.472440958023071289,0
305570,True,0,0.5,0
307430,False,2,0.526829242706298828,302
307430,False,0,0.5,928
307430,True,0,0.5,154
307430,True,0,0.5,110
307430,True,0,0.5,258
308267,True,2,0.536784708499908447,0
308267,True,1,0.477413594722747803,0
308267,True,0,0.5,0
316961,True,10,0.652547121047973633,0
317770,True,2,0.547325074672698975,0
318870,True,0,0.5,0
318870,True,1,0.523809552192687988,0
318870,True,0,0.5,0
318870,True,0,0.392759412527084351,0
323270,False,0,0.5,194
323270,False,0,0.5,210
338420,True,0,0.5,531
338420,True,0,0.5,1133
338420,True,2,0.48148500919342041,2080
338420,True,1,0.5,507
338550,False,1,0.520958065986633301,186
338550,True,0,0.5,1157
338550,True,1,0.482934504747390747,14
339760,True,1,0.515151500701904297,0
341160,True,1,0.472972989082336426,244
341160,True,0,0.421598285436630249,138
347580,False,0,0.5,59
348681,False,1,0.516129076480865479,0
352280,False,0,0.5,8
357490,True,0,0.5,1238
365850,False,2,0.491027504205703735,22
368190,True,0,0.5,0
368190,True,0,0.5,0
369190,False,25,0.758311092853546143,264
369190,False,16,0.671996593475341797,1594
369190,True,0,0.5,97
370400,False,0,0.476190477609634399,0
376130,True,3,0.566537559032440186,15
376130,False,0,0.5,40
376130,True,1,0.505322635173797607,61
376946,True,5,0.538955152034759521,0
376946,True,2,0.514680802822113037,0
376946,True,0,0.5,0
378700,False,1,0.503472208976745605,43
378700,True,0,0.455759137868881226,80
378700,True,1,0.429262340068817139,59
382160,False,16,0.708488225936889648,357
382160,False,5,0.473850011825561523,50
382170,True,0,0.5,0
385960,False,7,0.604005753993988037,3183
387981,True,1,0.527559041976928711,0
389810,True,2,0.523809552192687988,369
389830,False,0,0.476190477609634399,0
389830,True,10,0.594452917575836182,0
389830,True,1,0.52173912525177002,0
391440,True,0,0.5,174
391440,False,0,0.5,13
391440,True,0,0.5,183
394400,True,1,0.523809552192687988,0
395100,True,4,0.568884313106536865,94
397570,True,0,0.5,306
402950,True,1,0.523809552192687988,0
406521,True,3,0.513163149356842041,0
406830,False,0,0.5,17
416750,False,2,0.523726224899291992,0
416750,True,2,0.523144125938415527,0
416750,True,1,0.53125,0
416900,True,9,0.572291254997253418,0
416900,True,0,0.5,0
423440,True,35,0.774289250373840332,496
423440,True,0,0.5,523
423440,True,0,0.5,177
423750,True,1,0.523809552192687988,517
423750,True,3,0.507389187812805176,20
425960,True,1,0.523809552192687988,0
428311,True,49,0.839955925941467285,0
428311,True,14,0.657156646251678467,0
430061,True,2,0.531737744808197021,0
431621,True,6,0.628008663654327393,0
431621,True,7,0.596011340618133545,0
431621,True,0,0.5,0
431621,True,2,0.545454561710357666,0
431621,True,1,0.522058844566345215,0
431621,True,0,0.5,0
431621,True,3,0.541013538837432861,0
431621,True,0,0.5,0
431621,True,0,0.5,0
431621,True,0,0.5,0
431621,True,0,0.5,0
436180,True,17,0.692087769508361816,180369
436180,True,19,0.671731770038604736,6867
436180,False,3,0.465880692005157471,13347
436180,False,2,0.530201315879821777,25013
436180,True,4,0.508908629417419434,2725
436180,False,11,0.552762746810913086,12398
437080,False,5,0.579346060752868652,219
437080,True,0,0.5,229
437080,True,0,0.5,152
437231,True,3,0.543396234512329102,0
437231,False,1,0.5,0
437231,True,0,0.5,0
441950,True,6,0.575143575668334961,0
444520,True,0,0.5,9
444520,True,0,0.498575508594512939,195
448800,False,5,0.568728148937225342,103
448800,True,1,0.502074658870697021,115
448800,True,1,0.502074658870697021,137
448800,True,1,0.502074658870697021,187
448800,True,0,0.5,172
448800,True,0,0.5,192
448800,True,0,0.5,30
448800,True,0,0.476190477609634399,254
448800,False,4,0.552985310554504395,286
448800,True,1,0.503875970840454102,382
454030,True,0,0.5,1145
457890,False,8,0.611963748931884766,848
457890,True,0,0.5,302
457890,True,0,0.5,285
457890,True,2,0.538461565971374512,99
457890,True,1,0.525547444820404053,293
457890,True,0,0.469798654317855835,364
457890,True,0,0.5,649
457890,False,2,0.320402264595031738,209
457980,False,3,0.563140273094177246,27
458170,True,1,0.525862038135528564,232
458170,False,0,0.5,8
458490,False,9,0.614863812923431396,84
458490,True,0,0.5,42
458490,False,8,0.5322418212890625,20
458490,False,2,0.5,37
459750,True,9,0.571740567684173584,0
462260,True,3,0.525140225887298584,0
465760,True,6,0.618908345699310303,466
465760,True,4,0.566365540027618408,337
465760,True,2,0.545454561710357666,180
465760,True,5,0.593770265579223633,210
465760,False,2,0.537671267986297607,100
465760,True,2,0.516708552837371826,294
465760,False,2,0.516129076480865479,218
465760,True,1,0.507468223571777344,158
465760,False,2,0.503816783428192139,46
465760,True,2,0.552704572677612305,324
465760,True,0,0.5,242
471160,False,3,0.550561785697937012,74
471160,False,2,0.497934013605117798,5
471160,True,0,0.5,133
476869,True,0,0.5,0
476869,True,0,0.5,0
476869,True,0,0.5,0
476869,True,1,0.5,0
479200,True,0,0.5,45
485144,True,4,0.572368443012237549,0
485640,True,1,0.523809552192687988,3068
485640,True,1,0.5,118
485640,True,1,0.523809552192687988,70
485640,True,1,0.52173912525177002,6
485640,False,0,0.470588237047195435,1114
485640,True,0,0.5,76
485970,True,2,0.547325074672698975,344
486560,True,0,0.5,0
486560,True,0,0.476190477609634399,0
488040,True,7,0.640989124774932861,2842
488040,True,0,0.5,259
488040,False,2,0.5,306
488040,True,2,0.526542305946350098,273
488040,True,3,0.524246394634246826,110
488040,False,1,0.461477786302566528,60
488040,True,0,0.5,14274
488040,True,0,0.5,4293
488040,True,2,0.528571426868438721,3370
488040,True,0,0.5,5885
488040,False,0,0.592515230178833008,60
488040,False,0,0.339193403720855713,550
